,0,1,2
icaNet_aMCC_i3_R,0.9546155934754174,-0.057009569126244594,-0.30737603913227224
icaNet_aMCC_s1_L,-0.014528911370247062,-0.8311278313325241,0.8051963049101171
icaNet_aMCC_s1_R,0.06418288566518922,-0.7975862080386782,0.8028059401606692
icaNet_aMCC_s2_L,0.1218795948520654,-0.8447565520571283,0.7607318472725181
icaNet_aMCC_s2_R,0.3257652894930486,-0.732792793615504,0.6797170523259156
icaNet_aMCC_s3_L,0.9423808067622562,-0.2791014967180065,-0.04013163537441577
icaNet_aMCC_s3_R,0.92213918714948,-0.043638403657055486,-0.11713474113647648
icaNet_dPCC_i1_L,-0.7048810613531515,-0.12605776146188427,0.3586222750442995
icaNet_dPCC_i1_R,-0.7902978929304975,-0.06041425265492327,0.3210101746452246
icaNet_dPCC_i2_L,-0.8707274286716575,-0.00600210074809853,0.2753568382661344
icaNet_dPCC_i2_R,-0.9391232798952085,0.09944470209528747,0.19393030774777212
icaNet_dPCC_i3_L,-0.9634853798898073,0.18088809597288677,0.12046321910131941
icaNet_dPCC_i3_R,-0.8514312607148242,0.3317273981243613,-0.06420536148013983
icaNet_dPCC_s1_L,0.6195373820993664,-0.31413430535236025,-0.08727411734797731
icaNet_dPCC_s1_R,-0.00816495971752418,-0.8191640998497174,0.7697348892017591
icaNet_dPCC_s2_L,-0.9408333420579362,-0.057149665744895044,0.30493157125727144
icaNet_dPCC_s2_R,-0.9092868619463247,-0.06912746085360895,0.3867829194638503
icaNet_dPCC_s3_L,-0.8756016526880235,0.0647315096459251,0.08957980515404469
icaNet_dPCC_s3_R,-0.9514240207118103,0.0830170508387078,0.15757082241853018
icaNet_dPCC_s5_L,-0.9421600070049823,0.18064257694388497,0.03491524676498966
icaNet_dPCC_s5_R,-0.9147355527693896,0.26362734193557436,-0.022110373483621756
icaNet_pMCC_i1_L,0.8769788317616144,0.17759929460543847,-0.5172177347237129
icaNet_pMCC_i1_R,0.8821616224029933,0.1822825150440855,-0.5120314957568382
icaNet_pMCC_i2_L,0.5040793129712626,0.16913284631178982,-0.5045960040936347
icaNet_pMCC_i2_R,0.8600432676847096,-0.1068752965205137,-0.3633339804222989
icaNet_pMCC_i3_L,-0.4868767273645859,0.03827906024547874,0.22279279443758035
icaNet_pMCC_i3_R,-0.5906031304888563,0.15642150544322106,-0.18806527521685937
icaNet_pMCC_s1_L,0.9512072240462297,0.05038120839738376,-0.38144914368936794
icaNet_pMCC_s1_R,0.9321233037304376,0.1394359563599396,-0.44852307237005884
icaNet_pMCC_s2_L,0.8792175204029391,0.30721070884323287,-0.5425549067327615
icaNet_pMCC_s2_R,0.8541505884473243,0.3593211430610009,-0.5525388997568199
icaNet_pMCC_s3_L,0.7815112989506462,0.44827417137422626,-0.5572307736547762
icaNet_pMCC_s3_R,0.8740433599275739,0.3193141194423007,-0.49309948830090505
icaNet_pgACC_i1_L,-0.7621504042193142,-0.10151561003345082,0.317229499112804
icaNet_pgACC_i1_R,-0.7156084362136106,-0.16736011746424226,0.37411135499788933
icaNet_pgACC_i2_L,-0.2376542759825983,-0.5766625024960732,0.7364590591495432
icaNet_pgACC_i2_R,-0.139285997081304,-0.6510298090723107,0.692291145847863
icaNet_pgACC_s2_L,-0.8864763920794055,-0.08096951745724455,0.1969894688834296
icaNet_pgACC_s2_R,-0.9459828131121126,-0.04593524303761448,0.2868214703137418
icaNet_pgACC_s3_L,-0.5959706848247224,-0.5499438821167816,0.6255286171453749
icaNet_pgACC_s3_R,-0.6580316845225415,-0.5156689258107527,0.7022346078311607
icaNet_sgACC_i1_L,-0.8283711318727861,0.3283270776331421,-0.10011797912812699
icaNet_sgACC_i1_R,-0.8660831099435937,0.2885747275126086,-0.08237579986860673
icaNet_sgACC_i2_L,-0.852358891316528,0.2890326477260432,-0.04370497474737931
icaNet_sgACC_i2_R,-0.8742332328812129,0.261952668036105,-0.0849849507735171
icaNet_vPCC_i1_L,-0.922136416856428,0.31826285565233015,0.019008325664322253
icaNet_vPCC_i1_R,-0.7908884915689086,0.39664721762056315,-0.1449945598355111
icaNet_vPCC_s1_L,-0.8435869577438431,0.3876790880258477,-0.07617090210428824
icaNet_vPCC_s1_R,-0.7156278644086673,0.55583617887745,-0.25820686277212024
icaNet_vPCC_s2_L,0.14233920021799973,0.7144062306373715,-0.3754943128360937
icaNet_vPCC_s2_R,0.31766699209107574,0.6402275892899693,-0.3669744907096546
