,0,1,2,3
pMCC_i3_R,-0.32513805856301314,-0.40431204162812556,-0.6812578854554642,0.37411394111049906
dPCC_i1_R,-1.068946712737059,-0.574559379944326,-0.20994487950357094,0.7859610142153548
dPCC_i2_R,-1.360210944317272,0.273430019416426,0.05408395450086638,0.5288703123509128
dPCC_i3_R,-1.4918146751884813,0.6196527511263283,-0.22896469889670745,-0.22290693554176397
vPCC_i1_R,-1.4692033658559618,0.8003504949855071,-0.2639495106076575,-0.5072325354078772
RSC_R,-0.23938266676805064,1.5759662958809737,-0.39534710501709713,0.019870658686880004
pMCC_i3_L,-0.2944181124631196,-0.6005056184695341,-0.17936264682751546,0.7836403622243103
dPCC_i1_L,-0.8615077076328255,-0.49594949745280204,-0.09771099345870705,0.990949850662641
dPCC_i2_L,-1.2340435477429685,0.02342576613236478,0.15998295594421016,0.8865120707784335
dPCC_i3_L,-1.6124282489754205,0.5627278986147681,0.1255303086081393,0.2669093017818898
vPCC_i1_L,-1.3700100751741453,1.244919164945521,0.16027229736279253,-0.3260399934960077
RSC_L,-0.7221067887023837,2.0223619786010016,0.44049365121603723,-0.3800387332210774
pMCC_s3_R,1.882262692188636,1.476150223045599,-0.4545318124968646,0.41772746066314226
dPCC_s1_R,0.17828073346038734,-0.4857619071500139,0.2970812822661841,0.7675230676854713
dPCC_s2_R,-1.2655355342598675,0.04680230679523593,0.31026902807127826,0.5637190777875181
dPCC_s3_R,-1.580610446331653,1.152506629163022,0.5648602746053835,0.2990181135291489
dPCC_s5_R,-1.6167533648203256,1.412639049175706,0.3459246134497986,-0.11805026707170271
vPCC_s1_R,-1.3383292415046866,0.99570630439865,-0.4697826354323159,-0.37004800651658076
vPCC_s2_R,-0.09782169127927826,1.499863740663714,-0.19818786566081634,-0.10601480760381086
pMCC_s3_L,1.510245296347245,0.6932836906350472,-0.9676059116610358,0.45395735009751503
dPCC_s1_L,0.6015503084296173,-0.17559935724256598,-0.585757432871418,0.8483749188352993
dPCC_s2_L,-1.1964027683046972,0.42815507689198423,0.8718639307199273,0.4254348712230989
dPCC_s3_L,-1.166111678879458,1.0516421140015682,0.5361023727775784,0.2668524488429716
dPCC_s5_L,-1.6796527800747725,0.6177813203860941,-0.1418219644856001,0.11069262379680593
vPCC_s1_L,-1.2721762826892877,1.3670102260574155,0.075391650242377,-0.5619203012970649
vPCC_s2_L,0.10852615215685443,2.2363525409226788,0.5124745838166107,-0.4950436626024687
pMCC_i2_R,0.9655763885680088,-0.44480936182998937,-0.8494077489047942,0.08716581062443801
pMCC_i1_R,1.9173893912750413,-0.1353768833410883,-0.7036980024415109,0.06973681671829052
aMCC_i3_R,1.8462846941534083,-0.6381346027193895,-0.6270139776267936,-0.12549861120245073
aMCC_i2_R,1.1493221442287307,-1.4333531881350596,0.08932330146674738,-0.41869477843876596
aMCC_i1_R,0.3890761599840844,-1.6074806890428552,0.29952378663161033,-0.42476261609980026
pgACC_i2_R,-0.39474115118201725,-1.3974410085091995,-0.009181070270341148,-0.4610269218364012
pgACC_i1_R,-0.9085822057868468,-0.8746345203668463,-0.07118759590061959,-0.6950388320680698
sgACC_i2_R,-1.165636746415509,-0.49387963367353743,-0.5267756562942401,-0.5282654364002073
sgACC_i1_R,-1.1097607563798713,-0.08211253882446026,-0.3804871432904675,-0.7871461401949637
pMCC_i2_L,0.5706707357513174,-0.5847024266627019,-1.0794166615229124,0.16457347460440716
pMCC_i1_L,1.9362523496121762,-0.01605677146006268,-0.7684777315098189,-0.16601917193427482
aMCC_i3_L,1.9542633009425474,-0.46142390254455223,-0.49967808361457106,-0.2818878759942507
aMCC_i2_L,1.2666192875038038,-1.3298878891583463,0.20623318359647902,-0.40010394041848074
aMCC_i1_L,0.5750459582307627,-1.5638292210424851,0.40010549241026777,-0.4192327148819601
pgACC_i2_L,-0.22247470473533817,-1.1650993298464978,0.33280664348896016,-0.5319810384391359
pgACC_i1_L,-0.7826415625015657,-0.9230103605292977,-0.2784873105727841,-0.7195433482739862
sgACC_i2_L,-1.1429877042432246,-0.3195903049971062,-0.5553610789677635,-0.605647440642631
sgACC_i1_L,-1.0117525464325876,-0.2241988202233431,-0.5093498246242931,-0.7521801312370373
pMCC_s2_R,2.3685335525252977,1.1170263654644668,-0.4892910976024912,0.14277159288581928
pMCC_s1_R,3.19189952631388,1.6571035082614658,0.835299419070449,0.011268044953337586
aMCC_s3_R,2.2880890093857364,0.7644501230751721,1.1514564753573762,-0.1673599002781785
aMCC_s2_R,0.712187330482363,-0.8413144034410628,1.2151004515667936,-0.09405863983712844
aMCC_s1_R,-0.06005594834146786,-1.5057010785083564,0.5512394275763214,0.0871641279472426
pgACC_s3_R,-0.8598458787921321,-1.265734587263687,0.2864853792990475,0.36482344446901355
pgACC_s2_R,-1.5401431500131655,-0.5243514538511436,0.02002687026792989,0.13915246549830812
pMCC_s2_L,1.830175071941,0.4030573136217836,-1.0587963385112742,0.1292251025084679
pMCC_s1_L,3.0134981593237113,1.2305961957964398,0.42712191800023924,0.03261214559116794
aMCC_s3_L,2.4930938316069144,0.19354557925939003,1.072575704877348,-0.20178947792258106
aMCC_s2_L,0.8162002142470539,-0.9743419304661114,1.3368500763839273,0.0948487075012063
aMCC_s1_L,0.27664000182486564,-1.5707424800677499,0.7260917524847467,0.15496820901833194
pgACC_s3_L,-0.4991971241250352,-1.4514748169299305,0.16851519091820116,0.38048499858039575
pgACC_s2_L,-0.8812581192699575,-0.9011366719960968,-0.2922513129481813,0.21860987368633814
