,stress,vision-shape,episodic memory,object recognition,motor,attention,gaze,learning,social,math,language,reward,errors,switching,audition,emotion,speech,reading,conflict,decision-making,semantic,inhibition,LTM,action,reasoning,fear,gustation,WM,motion,pain,sensory,spatial processing
pgACC_i3_L,0.15057816152218173,-0.5867099915050276,-0.29424310845671875,-0.2567617352152494,-0.6253093210834543,-0.10036313661956726,-0.6263012627585397,-0.3432584717658963,-0.13801836797798206,-0.678286103070381,-0.6064692571953465,0.5715827268710175,0.2641307176850914,0.22457597554198083,-0.4415500770607779,0.17605161668046762,-0.12282661871499899,-0.5411185740342022,0.518667595756117,0.5492295783775505,-0.09189759046188975,0.7027945536972355,-0.07503859556104091,-0.7094399943630224,0.08399230296169237,0.7168402685659298,0.422748329959357,0.06975429969774177,-0.8697429206191053,0.9817372892835213,-0.4702035678946918,-0.8671344770063739
pgACC_i2_L,-0.018184406936767164,-0.005858384927795661,-0.6083985825937277,-0.21990662553120635,1.1874374123911766,0.031353308227474654,0.2573281850841982,0.4207896858309051,-0.36452951249275795,-0.1261034193781203,-0.17775048530479667,-0.06931700316134333,-0.015876179149644322,0.47476144861375497,-0.12123729052375104,-0.3488349597180896,0.5097087279311726,0.3637569484290888,0.2084144598010527,-0.01285198337845637,0.027382068731629357,0.26083562087337886,-0.22134460497020914,0.2552351882066793,-0.12713073379604323,0.01625231268614019,-0.48065784920511745,0.09683364743460281,-0.47396772012452554,0.772375778463371,0.17020297337041299,-0.010094465021919952
pgACC_i1_L,-0.5116324328112168,-0.037844885230406924,1.4221293460545161,-0.31732265431432005,-0.45887826606383264,-0.18978944997262112,-0.17112749641001482,-0.48877410970617763,0.14470978531634132,-1.0546588697320762,0.04998760434473848,0.2795935979388974,0.3682182501133149,-0.09853671635513625,-0.001411520546029907,-0.03450499425266503,0.15871995974579667,-0.5194044340466575,-0.26335069758568824,0.191677668982736,0.35473189253756093,-0.1840867066606065,0.4764314593043864,-0.5216509707784134,-0.47054140236077874,0.12128272279263719,-0.17155295105847718,-0.16810399595638956,-0.1846887384943276,0.006023657750130412,-0.22900183254356066,0.19506490380084635
sgACC_L,-0.07246828483555112,-0.10192965339070255,-0.5439869772773636,-0.33161737856381585,0.29761229650294996,0.32339926824652715,0.06332422672724104,0.06323880689419467,-0.20651103197464174,0.47457910690459687,-0.208752473498722,0.05828690941032221,0.4494382097928894,0.6391251487680684,0.015606547606582945,-0.19560583257770686,0.2841158402886354,0.06940345490623724,0.8906023156359729,0.11926006886298993,-0.09123475585201068,0.5025053646331534,0.02597116697629252,-0.12664665264673203,0.2496511698652336,0.42454019777882535,-0.5378798484497802,0.4944381297855608,-0.4734651705088476,0.6573333524363256,-0.24619063822445728,0.049231724383462024
pMCC_s2_R,-0.3790360301187879,-0.03710596603160141,-0.3022955472987139,-0.24484838113118293,0.358686942431912,0.00256901200194538,-0.4109848842118261,0.28127204340244166,0.014981211922400775,0.38074465070940683,0.1331917662599207,-0.16133307927516888,0.10107406001806514,0.4789529675327539,-0.02030049534593161,-0.25812387395756187,0.3617109509396065,0.5261064339125261,0.7089017256554249,0.10925253912791333,0.3176837264135583,0.41631584932455085,0.19592053132573267,0.06992705272998442,0.5098946991735764,0.11470232387470705,-0.21426936393396293,0.4379110101886996,-0.520232139055486,0.6726649883083154,-0.09507570050433056,-0.01675350311298131
pMCC_s1_R,0.3942996378426076,-0.5786182240254204,0.002579806422904288,-0.41948233057740403,-0.5953040658201905,-0.3552540914077396,-0.9854804487501561,-0.2059342316483202,0.14697930678090343,-0.37686503387716985,-0.6279646756078265,0.8564268828006196,0.17345641641631251,-0.2600029643541267,-0.5615630864012267,0.025532852458860875,-0.07759592381236662,-0.17922348660858192,0.28989564823456937,0.4781668677861814,-0.3430232803783379,0.6888289256771937,-0.16409624084376864,-0.49307016513007995,-0.42108347298552534,0.6489673987498241,0.4524760230623596,0.14291742635501367,-1.3290663985213538,1.1276596065008888,-0.8853295448840621,-0.6107850420118689
aMCC_s3_R,0.016501886827375287,-0.4290658998896648,0.9067005874259638,-0.19948862058646552,0.3426316333493917,-0.24578405209383847,0.10349725261012102,0.10297005102290871,0.18245444005578018,-0.4772840823819427,-0.8868039910926659,-0.06173752778817127,0.33040121673150996,0.31343054206053034,-0.6008980050052198,-0.07432056887996326,-0.010248455739874884,-0.2703503817487625,0.09163372004664201,0.309010748163609,0.23798475889925616,0.11352440729539835,0.5173517770907342,-0.2101639595288511,0.3994781076789971,0.013041373514719977,-0.5893286533768174,-0.10831539162151613,-0.6654319277544224,0.3614363699858788,-0.4768619141772395,-0.3751367942793783
aMCC_s2_R,0.3050764541314156,-0.27780769841779906,0.052179084225511756,-0.050873509382449944,-0.8713455162453584,-0.06819806733543803,-0.3930046100752684,-0.2719653750965975,0.061793201435171356,-0.6519392299882981,-0.07344880850448039,-0.2854753405349019,0.09001897508082811,0.06842340264983321,-0.46196230474118805,0.07677749587817448,-0.3581748028153322,0.16510411187011412,-0.19821326221049212,0.13310206209431158,0.24923320580065425,0.39908738714471925,0.5423033361452462,0.08675721710765562,0.3014786132097371,-0.13315991428935442,-0.011234255856356925,0.006001257482516482,-0.43180823763159226,-0.07807170852745447,-0.19970394154158042,0.02115503863753862
aMCC_s1_R,0.08561494273793273,-0.4725590150865148,-0.08668090199164265,-0.46277019111691625,0.3381731700170091,-0.009466050490401171,0.022174398548931905,0.004331450384317405,-0.014318485985224916,0.19040736917610032,-0.6546320242650877,0.13005822233069927,0.10372203507798604,0.28548280604488363,-0.12208427094139979,0.11267371693443233,-0.008137654580000441,-0.2706840044129038,0.4924680243097102,0.10063350804249835,-0.44362245678837875,0.31635433569913135,0.050437835027171855,0.1886439070858782,-0.3461447185281327,1.2279992525188939,0.013254991245077315,-0.16338238539127237,-0.9695371047072332,1.2322753601525864,-0.22028324638803543,-0.6197266847755339
pgACC_s3_R,0.22961407617644786,-0.49721603422207755,0.08287061322616882,-0.33372115405607733,-0.2792566583474742,-0.1690340328028139,-0.2110614816024831,-0.23788425515873915,0.008511896015717326,-0.3136871795991247,-0.8294487694763459,0.5017545183528722,-0.005809504146946157,0.16750223811877488,-0.5988838444290883,0.23370803713205807,0.04472482058247039,-0.3015318018403504,0.3746544270704354,0.19558809341960526,-0.3727324232862385,0.5333300151717222,-0.18631342562261785,0.1382066018090786,0.046611975614548606,0.9329467470485454,0.4442532467990106,0.24827934256808615,-0.908528994567634,1.2962390632059149,-0.3176493706798193,-0.6994988570742526
pgACC_s2_R,-0.217874412063602,-0.16519154656396967,0.05523007224131107,-0.40916628416114037,-0.42867665801226895,-0.09976708332675885,-0.20680555348687982,-0.025727061271412062,0.011377011056412473,0.17975890742922399,0.2204103342690188,0.08913506675351852,0.47885155013979497,0.2574303887352502,-0.16291480547958598,-0.02469175631404997,0.10656738333841874,0.3844830953382875,0.563980919232045,0.5488824529000282,0.10259199366103247,0.3912318875303275,0.30359243831614274,-0.03638006693057577,0.49212784467464676,0.18213052493950194,0.0830381237737664,0.4768267957178947,-0.4931735942604557,0.8645583384971885,-0.3434205016576085,-0.07789289873594064
pMCC_s2_L,0.09816344817221406,-0.19992553888701076,0.6317746141866658,-0.6728037596757624,-1.0592704621770217,-0.37247683805387505,-0.29742910315249027,-0.33688086375080445,0.5554153903018855,-1.1511519656796676,-0.9963788288153,0.3495272439665344,0.06571913160729131,-0.23889672109119303,-0.5586574721522365,0.48609278078430584,-0.5550966666045154,-0.9633121432583943,-0.21131445146686278,0.8650942968828871,-0.37207086242737486,0.03298969377626911,0.1411102521402915,-0.5113655848065471,-0.041277711376720004,0.633995438836572,0.6151031186429811,-0.24134883462410803,-0.934285105999694,0.4519397481381351,-0.6310710654710462,-0.38770539411417043
pMCC_s1_L,0.35722928508678276,-1.0855223499769002,0.10565221434529698,-0.39301439670279575,-0.4935586335441734,-0.13234563727918708,-0.4296450534303864,-0.3410323738352351,0.3467359555638391,-0.27372721011542567,-0.21992607077673576,0.6147669831731016,0.16878863120575024,-0.10301470254455909,-0.6340531205128507,0.4106256770122641,-0.2764838890679339,-0.7773381543691942,-0.13761756392401525,0.4272180878547751,-0.164377565585962,0.3358225504274367,-0.2435537048523339,-0.32879303180002767,0.18393459440693957,-0.07816417422318185,-0.008172532208215436,-0.028758767957775006,-0.9248686369766768,0.5208248177111364,-0.8186528561792329,-1.0389972380490338
aMCC_s3_L,0.019134002414573102,-0.3429538518792342,0.9552825463905745,0.4130192519884427,-0.5777434917529264,-0.2975774778557128,-0.6121556086626578,-0.38312475792521933,1.0083315951529357,-0.278305665859853,-0.2839540491365317,-0.006749327985581567,0.15223378939107268,-0.45712232799586344,-0.328703261063805,0.12071512489860134,-0.4601816643501069,-0.6997760702845803,-0.046617891863868506,0.18594904449070793,0.058664430534518926,-0.028160725052326006,0.5397058778188576,-0.3960998557024404,-0.24869887930471168,0.2270096454391498,-0.4727561723634453,-0.07547401780709052,-0.40851143158234665,-0.0632075554145769,-0.4708659955902014,0.012383958653073018
aMCC_s2_L,0.5035937607762758,-0.7194544563002012,0.15379141574507177,-0.03325656881062643,-0.7060004531942701,-0.23011534869492636,-0.6893087815082211,-0.43160923450854055,0.38975128774802387,-0.3391691831593343,-0.16526369984153633,0.7726714209828227,0.4717654946667054,-0.20429151160030556,-0.8657590117275777,0.38519981785366125,-0.3556671722184726,-1.167973306100619,-0.15493533972642762,0.5653645388660595,0.034933267519842874,-0.06898438259915399,0.07199410684611986,-0.6483765479439252,-0.028387619125969515,0.32938921225451206,0.4571385507123463,-0.18761271730427478,-0.8447778772851279,0.5523379019762303,-0.7561144947800978,-0.9545767932995116
aMCC_s1_L,0.10618168867492325,-0.2834199083287134,0.18387406186084165,0.029485086498319015,1.2849651730122162,-0.12571451225154043,0.1582613950895087,0.41647499000727806,-0.14175441323014523,-0.4828755425623172,-1.188429428849374,0.1087313978706702,0.07787547170026145,0.233675130281855,-0.5788300814270378,-0.2552551892765681,0.02078909651260451,-0.0712797772581919,-0.06801818025751609,-0.2613336457020955,-0.8022705455140694,0.004467124192882237,0.08243605394194276,0.5068005525586696,0.01841899681202853,0.14390516833890085,-0.3548871405243046,-0.15101915648585498,-0.5396779666919361,0.6612281093977618,-0.08357506412154168,-0.41905602736726183
pgACC_s3_L,-0.17912983627145754,-0.6692322708696005,1.166138814980633,-0.17549898651050522,-0.559990925469114,-0.128748999942377,-0.6595140558944677,-0.34168456844594897,1.0600171507141738,-0.542398948402393,0.5143940915490297,-0.5664297297530242,-0.31561703242442507,-0.27559133227452826,-0.21237587949817308,0.21063670547212415,-0.20415359999214003,-0.040216962401915114,-0.13179289859682938,0.2570669207540418,0.15620328129785205,-0.2980076155504595,0.2293183117469756,-0.20190326294460803,-0.12318074578237474,-0.06779247655169461,-0.041014337860715185,-0.2707281206186238,-0.41636781122769856,-0.15209169377342097,-0.3405722058164645,-0.07719403039517879
pgACC_s2_L,0.6118756570172804,-1.1235568365614703,0.14969484795658158,-0.4538009301008566,-0.5916766023787784,-0.3794419650463005,-1.4579895349220062,-0.4025992091904893,0.6006168668265666,-0.5283650562650528,-0.09047125147498913,0.4284499422968178,0.26242153389478146,-0.2737066880293751,-0.5955551134306376,0.20348632161052366,-0.6161983158937877,-0.34548863193554485,0.20017608172187665,0.5667977802638471,-0.4551672103459086,0.3922447733604442,0.30946545320345303,-0.6970270089157233,-0.5346888899883928,0.5692952185051874,-0.2794558976002746,0.008196209365187652,-1.3615101583363354,0.576746294155769,-0.5122492039593505,-0.3241815796125417
