,0,1,2,3
fpp_RSC_L,0.47835560165422725,0.27446478105692323,0.004755927009784938,0.00011616030538564751
fpp_RSC_R,0.5521688837804434,0.15999680295161534,0.04487169056230368,0.003196356781706872
fpp_aMCC_i1_L,0.0018284462034645174,0.8843788622241424,0.032645884355619235,0.006781180355282891
fpp_aMCC_i1_R,0.0026288644073000425,0.8292813458134206,0.016756316694088304,0.011939246470069319
fpp_aMCC_i2_L,0.12211233625395843,0.7882815059649809,0.008061834022061893,0.008074446816779757
fpp_aMCC_i2_R,0.08690378273330394,0.7612800342179943,5.788752228300066e-05,0.011839946677592127
fpp_aMCC_i3_L,0.3587448191121164,0.5127033360843242,0.011295134499901771,0.004676533376806389
fpp_aMCC_i3_R,0.37276762443782324,0.5080858640070095,0.01820723971101679,1.6495922959250485e-08
fpp_aMCC_s1_L,0.0013713238794335499,0.918280075606188,0.10532800235186332,0.010884799144509938
fpp_aMCC_s1_R,0.09848662137292241,0.7506628540644686,0.10180297306763596,0.00535250070927008
fpp_aMCC_s2_L,0.07260590147665229,0.7520579618492044,0.20117569809993832,0.014987914434833851
fpp_aMCC_s2_R,0.004103521573062095,0.7245722662844006,0.2958849631775267,0.03388415063620112
fpp_aMCC_s3_L,0.5578669974834793,0.33247969570659014,0.06172093098596323,0.017667674116619687
fpp_aMCC_s3_R,0.4815127428257568,0.1984553149935581,0.11131610128044607,0.06591216353502768
fpp_dPCC_i1_L,0.38041026680150486,0.2589452690691389,0.020235797782363278,0.07550282999906431
fpp_dPCC_i1_R,0.4248605061914228,0.26477589139173874,0.005805102655417858,0.023298219219668615
fpp_dPCC_i2_L,0.6299961855527368,0.04279333190163514,0.03421207643085127,0.09638417818881669
fpp_dPCC_i2_R,0.6671043012084326,0.008901986437475957,1.2431092398152435e-07,0.057163844128008026
fpp_dPCC_i3_L,0.8276665572111958,4.9612668937943936e-05,0.006994715936544986,0.002856216691133027
fpp_dPCC_i3_R,0.8275321478267305,0.0038669846908833505,6.245903218394975e-07,0.0074889111523784154
fpp_dPCC_s1_L,0.005450981081747236,0.034088073143477574,0.16132024560917788,0.1361718241005858
fpp_dPCC_s1_R,0.006601154335964019,0.03560232143984113,0.07839520677910573,0.16640154031739418
fpp_dPCC_s2_L,0.6046573931248264,0.07233553335720261,0.13035451686863228,0.08130051212867233
fpp_dPCC_s2_R,0.6758066061593958,0.031045256540938943,0.02800326206438727,0.07101336430045489
fpp_dPCC_s3_L,0.8243091115896242,0.016138197338388692,0.01403750961297744,0.012403684427757878
fpp_dPCC_s3_R,0.8135600655959361,0.05351299247355968,0.0008612331148787269,0.006444810120189216
fpp_dPCC_s5_L,0.8249123101786221,0.008796988735920434,0.0004975711894009516,0.0024216721875841
fpp_dPCC_s5_R,0.8156625338624213,0.06961892228917975,0.0009576537780656394,0.004030343064406608
fpp_pMCC_i1_L,0.3730403226380685,0.34354799873192576,0.10104390431712393,0.015691983012316602
fpp_pMCC_i1_R,0.388133982575562,0.43587464023643585,0.02428348639355683,0.004103542625873687
fpp_pMCC_i2_L,0.0032666103499437845,0.601111212339298,0.039351176422438405,0.0032336920585048085
fpp_pMCC_i2_R,0.003777144131888643,0.3893562344150493,0.11418088311604259,0.006190334803176587
fpp_pMCC_i3_L,0.06893259975474139,0.6806747307738293,0.06341504834217408,0.028998529302913335
fpp_pMCC_i3_R,0.05051664033540509,0.5259466445605109,0.004234660405574724,0.02091870448831898
fpp_pMCC_s1_L,0.8677836793679253,0.030746216713533996,0.043071260702914796,0.0039799962657127794
fpp_pMCC_s1_R,0.8871978438468289,0.027431996611107068,0.012799000216861764,0.012079535288555104
fpp_pMCC_s2_L,0.38814566781704346,0.09585192670295578,0.2826851562549124,2.0661148087938426e-06
fpp_pMCC_s2_R,0.6859919291719927,0.018398282873551473,0.19236753522480682,0.0032448782892348133
fpp_pMCC_s3_L,0.23859737916176899,0.03276547295060643,0.18223229760962487,0.08200260044088116
fpp_pMCC_s3_R,0.2541954488880448,0.07063825124393826,0.26122353178414814,0.07135053259778652
fpp_pgACC_i1_L,0.12484069254705785,0.5002009930015962,0.008127066105500905,0.020275493749934863
fpp_pgACC_i1_R,0.29494528379818885,0.4550070704454973,0.002043654113301684,0.007660258020463693
fpp_pgACC_i2_L,0.08710753109362969,0.6959720606521811,0.018373021117982245,0.005074548857573914
fpp_pgACC_i2_R,0.19018857669754802,0.5573410777272674,0.0014033139726808406,0.005992444235107146
fpp_pgACC_s2_L,0.10668921819582441,0.6859401528731444,0.009098949274611627,0.0017838357580412267
fpp_pgACC_s2_R,0.594122295976376,0.2227066443395013,0.024914703945474685,4.886914310779709e-05
fpp_pgACC_s3_L,0.032195832599079044,0.788260642198972,0.017243645924135364,0.0018466193577189659
fpp_pgACC_s3_R,0.22455503759686798,0.5745460744828659,0.034550868684747826,0.0024034827500138333
fpp_sgACC_i1_L,0.2695241356905568,0.31064040313536306,0.004684498608715045,0.06904120213845824
